id;class;avg;sentence;particle;verb;all;objcase;objanimacy;objabs;subjcase;subjabs;nounsabs;subjanimacy;casegovernment
1607;non-literal;5;'üksteise üritama üle trumpama ka laenuintress alandamine';üle;trumpama;3,19;part;yes;6,51;nosubj;0;2,92;0;0
1608;non-literal;5;'äripäev peatoimetaja igor rõtov trumpama üle me levime austraalia välja';üle;trumpama;4,58;noobj;0;0;nom;5,93;6,32;yes;0
1610;non-literal;5;'tarvitsema mina aga tallinn veidi ringi sõitma ja me nägema et üks villa trumpama teine üle';üle;trumpama;3,34;part;no;4,49;nom;8,16;7,13;no;0
1612;non-literal;5;'kuidas kiitja üle trumpama või laitja nina pihta andma';üle;trumpama;3,43;part;yes;1,87;nosubj;0;3,97;yes;0
1613;non-literal;5;'ka moekunst olema kunagi naine valdkond kuni tulema mees ja naine üle trumpama';üle;trumpama;3,58;nom;yes;7,5;nom;7,31;5,98;yes;0
1616;non-literal;5;'kasu kaaluma üle see kahju mis loom loomaaed saama';üle;kaaluma;3,06;gen;no;1,99;nom;1,28;4,55;no;0
1617;non-literal;4,33;'see mõningas ebamugavus kaaluma uudne paralleelne ühendus võimalus kindlasti üle';üle;kaaluma;1,93;noobj;0;0;nom;1,52;0;yes;0
1618;non-literal;4,33;'parim režissöör ja parim film oscar minema steven spielberg kes film teema tõsidus kaaluma selgelt üle shakespeare kerglus';üle;kaaluma;3,88;gen;no;1,08;nom;1,06;5,26;no;0
1619;non-literal;4,33;'aeg-ajalt olema kasulik känd otsa maha istuma ja asi uuesti üle kaaluma';üle;kaaluma;3,3;nom;no;3,59;nosubj;0;6,09;0;0
1628;non-literal;4,67;'väike liigüheülbalisus varjund libisema kohati üle ise ei varjutama põhimulje';üle;libisema;2,61;noobj;0;0;nom;2,81;2,81;no;0
1641;non-literal;4,33;'kui sinna veel üks lusikatäis lisama hakkama iga poolt üle ajama';üle;ajama;3,1;noobj;0;0;nosubj;0;7,89;0;0
1642;non-literal;4,33;'jõgi olema täis ja raba ajama üle';üle;ajama;4,29;noobj;0;0;nom;7,42;7,87;yes;0
1643;non-literal;4,33;'ka hakkama postkast varem või hiljem üle ajama kui sealt leht välja ei võtma';üle;ajama;3,4;noobj;0;0;nom;8,36;8,15;no;0
1644;non-literal;4,67;'kui maa ajama üle teenus ja kaup hakkama vaheldus otsima alternatiiv';üle;ajama;3,23;noobj;0;0;nom;5,43;4,37;no;0
1645;non-literal;4,33;'õieti suunama must vesi kraav mis siis vihmaperiood üle ajama ja õu põlvekõrguselt üle ujutama';üle;ajama;4,07;noobj;0;0;nom;1,14;6,66;no;0
1646;non-literal;4,33;'pälson mäletama veel nädalavahetus peldik kus prügikast ajama üle hügieenitarvik ja kasutatud wc-paber';üle;ajama;4,47;noobj;0;0;nom;8,84;7,86;no;0
1647;non-literal;4,33;'tuhala looduskaitseala nädalavahetus üle ajama hakkama nõiakaev purskama sekund kuni sada liiter vesi ja kutsuma kokku kümme tuhat uudistaja';üle;ajama;4,81;noobj;0;0;nosubj;0;6,74;0;0
1648;non-literal;4,67;'siin ei tulema kaugelt otsima miks see diil üles võtma';üles;võtma;2,9;noobj;0;0;nosubj;5,01;5,01;0;0
1649;non-literal;4,67;'rootsi prokuratuur olema nüüd kurd laps afäär üles võtma ja otsima isik kes võima asi valgus tooma';üles;võtma;3,39;gen;no;1,75;nom;4,09;4,73;no;0
1650;literal;1,67;'põrand tulema üles võtma ja vaatama mis olukord olema tala ja pinnas põrand all';üles;võtma;4,15;nom;no;8,44;nosubj;0;6,74;0;0
1651;literal;1,33;'võtma jaanipäev kõik oma värske kartul üles';üles;võtma;4,88;gen;no;8,62;nom;1,91;7,37;yes;0
1652;non-literal;5;'istuma juht taga ning võtma kaamera õlg üles kaader hommikune tipptund';üles;võtma;6;nom;no;7,91;nom;3,27;7,78;yes;0
1653;non-literal;5;'politseikoer võtma kurjategija jälg üles kuid taksoröövel olema siiani tabama';üles;võtma;3,32;nom;no;1,97;nom;7,45;5,15;yes;0
1654;literal;0;'põrand põlvili sünnitama ise võtma oma laps üles ja kobima voodi';üles;võtma;4,85;gen;yes;7,62;nom;1,91;8,2;yes;0
1655;non-literal;4,33;'riigi teaduspreemia saamine ei tulema palm üllatus tema kandidatuur seadma üles ülikool keemiaosakond';üles;seadma;3,86;gen;no;2,5;nom;5,54;4,33;no;0
1656;non-literal;3,33;'sedin näitama kelder tühi tuba kuhu lähiajal seadma üles piljardilaud';üles;seadma;5,09;nom;no;7,84;nosubj;0;6,41;0;0
1657;non-literal;5;'probleem võima ka nii üles seadma mis olema hea ja mis olema halb';üles;seadma;1,97;gen;no;2,19;nosubj;0;2,19;0;0
1658;non-literal;3,33;'staadion juurde olema üles seadma noor atraktsioon';üles;seadma;4,66;nom;no;8,38;nosubj;0;6,92;0;0
1659;non-literal;3,33;'mina pealt lõikama kasu politsei kes pajupõõsas oma elektroonika üles olema seadma ja püüdlikult rikkumine registreerima';üles;seadma;3,16;gen;no;7,23;nom;1,42;5,41;yes;0
1660;non-literal;5;'mees ja etv olema tegema ise ülesanne veel ekstra raske jutt olema üles seadma abstraktne';üles;seadma;3,05;nom;no;3,29;nosubj;0;5,18;0;0
1661;non-literal;3,33;'seadma üles näitus ülikool kohvik';üles;seadma;5,51;part;no;5,64;nosubj;0;6,36;0;0
1662;non-literal;4,33;'kandidaat nobel rahupreemia saama üles seadma näiteks professor valitsus ja parlament liige ja nobel rahupreemia laureaat';üles;seadma;4,44;part;yes;5,77;nom;5,41;5,29;yes;0
1663;non-literal;3,33;'inglise helilooja videokunstnik ja muusikaprodutsent brian eno uus videoinstallatsioon seadma üles stedelijk muuseum';üles;seadma;5,33;nom;no;6,56;nosubj;0;6,25;0;0
1664;non-literal;4,33;'ametlikult ei olema siiski üks presidendikandidaat üles seadma';üles;seadma;3,08;part;yes;6,78;nosubj;0;6,78;0;0
1665;non-literal;3,33;'lõks seadma üles';üles;seadma;5,1;nom;no;6,79;nosubj;0;6,79;0;0
1666;non-literal;4,33;'isamaaliit ja mõõdukas leppima kokku et kui esimene voor esitama ühiselt andres tarand siis teine voor seadma üles peeter tulviste';üles;seadma;3,44;nom;yes;5,8;nosubj;0;4,95;0;0
1667;non-literal;4,33;'esmajärjekord olema kava internet üles seadma sisukord ja number kokkuvõte';üles;seadma;4,19;nom;no;5,22;nosubj;0;5,78;0;0
1668;literal;2;'ära arvama et sina olema parem kui mina või see inimene kes sina koos üles kasvama';üles;kasvama;3,01;noobj;0;0;nom;3,02;6,18;yes;0
1669;literal;2;'lastekodu üles kasvama tallinn noor saama nüüd enne päris oma kodu loomine aasta aeg iseseisev elu harjutama paljassaare sotsiaalmaja';üles;kasvama;3,62;noobj;0;0;nosubj;0;5,05;0;0
1670;literal;2;'tüdruk kasvama üles california osariik';üles;kasvama;5,78;noobj;0;0;nom;7,36;6,7;yes;0
1671;literal;2;'louis kasvama üles teadmine et tema olema kuningas ja vastutav oma kuningriik eest';üles;kasvama;3,05;noobj;0;0;nom;5,32;4,83;yes;0
1672;literal;2;'vetemaa olema omaenese sõnutsi kasvama üles arbuja najal';üles;kasvama;2,96;noobj;0;0;nom;7,54;4,72;yes;0
1673;literal;2;'mina olema üles kasvama noor kes olema ainult kolm-neli-viis klass haridus';üles;kasvama;3,2;noobj;0;0;nom;4,28;4,62;yes;0
1674;literal;2;'tom ja jerry ning ootama sa vaim olema üles kasvama terve põlvkond praegusaeg tegija';üles;kasvama;2,94;noobj;0;0;nom;4,37;3,59;yes;0
1675;literal;2;'kaja tael olema kopli maleva tänav üles kasvama ja sinna pidama jääma';üles;kasvama;4,31;noobj;0;0;nom;5,5;6,62;yes;0
1676;literal;2;'maapoiss käru küla üles kasvama ervin õunapuu pidama ise nüüd linnainimene';üles;kasvama;4,64;noobj;0;0;nom;7;6,44;yes;0
1677;literal;2;'egiptus kasvama arafat üles võõras naabrilaps teadma tema päritolu';üles;kasvama;4,1;noobj;0;0;nom;5,68;5,33;yes;0
1678;literal;2;'algus eitama kohtla-järve pärit janek ja narva üles kasvama robert ning gennadi süü';üles;kasvama;3,57;noobj;0;0;nosubj;0;4,48;yes;0
1679;literal;2;'see uus tarbija olema üles kasvama koos arvutihiir ja joystick mis tema ise muutma reaalsus';üles;kasvama;3,52;noobj;0;0;nom;5,33;5,75;yes;0
1680;literal;2;'türgi üles kasvama grosvenor olema väga spetsiifiline ja rahvusvaheline nägemus ajakiri';üles;kasvama;3,44;noobj;0;0;nosubj;0;5,18;0;0
1681;non-literal;5;'et ei pidama kõik oma film nimi üles lugema ütlema et neli';üles;lugema;3,6;part;no;5,22;nom;1,91;6,22;yes;0
1682;non-literal;5;'direktor lugema sõrm üles mõni spordiväline üritus mis velodroom tänavu kava';üles;lugema;4,47;nom;no;3,42;nom;7,04;5,98;yes;0
1683;non-literal;5;'liiklusteade lugema küll üles kõik intsident sattuma auto firmamark kuid see austamine põhjus teadma ainult teade koostaja';üles;lugema;3,25;nom;no;0;nosubj;0;4,31;0;0
1684;non-literal;5;'eesti võima tipptase sisseostja üks käsi sõrm üles lugema';üles;lugema;5,06;part;yes;7,03;nosubj;0;5,41;0;0
1685;non-literal;5;'see sõna omandama kogu lugu mina silm samavõrd progressiivne intrigeeriv impulss nagu see üles lugema rahulolematu fraas eesti riik ja rahvas aadress';üles;lugema;3,29;noobj;0;0;nosubj;0;4,53;0;0
1686;non-literal;4,67;'veel üks sarnasus ojakäär raamat olema see et lugema üles mirabilia ilmuma ddr poola ja muu idablokk riik autor';üles;lugema;4,14;nom;yes;7,19;nosubj;0;5,18;0;0
1687;non-literal;5;'tema lugema üles olümpiaajalugu mina rääkima muusika';üles;lugema;4,97;part;no;7,27;nom;3,27;7,08;yes;0
1688;non-literal;5;'sinisoo lugema üles kümme olulisem objekt mis sihtima usa tuumarakett';üles;lugema;4,9;part;no;6,01;nom;7,37;6,2;yes;0
1689;non-literal;5;'brita ema lugema üles ese mis laps kooliminek puhul olema kohustuslik muretsema';üles;lugema;4,7;part;no;7,52;nom;8,11;7,35;yes;0
1690;non-literal;5;'varsti võima tema pea üles lugema peaaegu terve maailm edetabel';üles;lugema;4,19;gen;no;5,04;nom;3,27;6,88;yes;0
1691;non-literal;5;'see ei jaksama siinkohal üles lugema loogiline võtma tulema mina pool palk rootsi';üles;lugema;3,48;part;no;2,13;nosubj;0;4,55;0;0
1692;non-literal;5;'lugema üles kõik viimane aasta õnnetus ja teatama et uurima ka see';üles;lugema;2,83;nom;no;2,24;nom;3,27;2,9;yes;0
1694;literal;1,33;'tema olema põrand linoleum ja keerama see äär üles aga ikka ei aitama';üles;keerama;3,45;nom;no;2,59;nom;3,27;6,37;yes;0
1695;literal;1,33;'keerama suur rõõm käis juba uks taga üles';üles;keerama;4,62;nom;no;7,98;nom;1,91;5,91;yes;0
1696;non-literal;5;'mäng olema see võit või kaotus keerama mina nii üles';üles;keerama;3,15;part;yes;1,91;nom;3,8;2,72;no;0
1697;non-literal;3,67;'vana kell pidama kaks kord nädal üles keerama';üles;keerama;4,61;part;no;7,7;nom;1,91;4,9;yes;0
1698;non-literal;5;'gretchen keerama mack richards vastu üles';üles;keerama;4,86;gen;yes;5,29;nom;5,21;5,54;yes;0
1699;non-literal;3,67;'mati unistama isegi taskuarvuti mis olema võimalik nagu kell üles keerama';üles;keerama;3,33;part;no;1,14;nosubj;0;7;0;0
1701;non-literal;5;'lord henry olema ka vaene basil üles keerama too ei looma enam ilu vaid tegelema video';üles;keerama;3,46;gen;yes;3,99;nom;5,96;4,79;yes;0
1703;non-literal;4;'akadeemik kapitsa olema leidma et kuigi inimkond kasvukõver kasvama tõusma tema ikka kaldu kuid tema võima ka äkki täiesti üles keerama ja siis olema kriis küll käsi';üles;keerama;2,64;noobj;0;0;nom;3,27;4,22;no;0
1707;non-literal;4,33;'asi keerama ise üles';üles;keerama;3,14;part;no;1,58;nom;3,59;3,59;no;0
1708;non-literal;5;'nüüd olema pinge pilv piir jälle viimseni üles keerama';üles;keerama;4,07;nom;no;1,63;nosubj;0;3,99;0;0
1709;non-literal;5;'turniiripartii lõppema harilikult kell kümme siis olema nii üles keerama et järgnev tund ei tulema magamine miski välja';üles;keerama;3,2;nom;yes;3,02;nosubj;0;6,03;0;0
1740;non-literal;4,67;'mauresmo hakkama üles soojenema alles matš lõppema';üles;soojenema;3,75;noobj;0;0;nom;4,95;5,22;yes;0
1741;non-literal;4,67;'sellal kui tema piki bassein edasi jõnkslema soojenema publik tema raske olukord tunnetama üles';üles;soojenema;3,57;noobj;0;0;nom;7,11;5,75;yes;0
1742;literal;2;'tarbija suhtes olema väga oluline et lihatoode ei soojenema tootja kaupmees ja kaupmees ostja müüma üles';üles;soojenema;3,82;noobj;0;0;nom;7;6,14;no;0
1743;non-literal;4,67;'nüüd olema sõprussuhe üles soojenema';üles;soojenema;3;noobj;0;0;nom;2,01;2,01;no;0
1744;literal;2;'lusikas nr 1 olema üks minut ja 20 sekund pärast üles soojenema';üles;soojenema;4,25;noobj;0;0;nom;8,26;5,17;yes;0
1745;literal;2;'lumi visatud ahven külmuma kiiresti kuid visa hing elukas hakkama üles soojenema kohe liigutama';üles;soojenema;4,29;noobj;0;0;nosubj;0;6,35;yes;0
1747;non-literal;4,33;'kirjamees kivirähk olema õnnis ärkamisaeg kolm suurkuju üles kloppima';üles;kloppima;4,41;gen;yes;3,47;nom;5,53;4,55;yes;0
1748;non-literal;5;'eks mina hommik olema kõik vähe loppis aga õhtu kloppima ise üles';üles;kloppima;3,19;part;yes;1,58;nom;1,91;5,17;yes;0
1749;non-literal;4;'estonia teema olema üles kloppima tohutu vaht ning ootus olema metsik';üles;kloppima;3,51;nom;no;6,65;nosubj;0;4,35;0;0
1750;non-literal;5;'kasejäänus koristama tee äärest auto kloppima üles naabrimees käima mõni aeg kark';üles;kloppima;5,78;nom;no;9,8;nosubj;0;7,14;0;0
1751;non-literal;5;'tehnokraatiline muinasjutt kui väike ja lokaalne kultuur vastandatud aastatuhandevahetus üles kloppima globaalne infoühiskond retoorika';üles;kloppima;2,83;noobj;0;0;nosubj;0;2,38;0;0
1752;non-literal;4;'eesti telefon ümber olema küll juba piisavalt vaht üles kloppima kuid ega see asi veel jääma';üles;kloppima;2,88;part;no;6,65;nosubj;0;5,27;0;0
1753;non-literal;5;'mingi kunstlikult üles kloppima diskostaar igatahes mitte';üles;kloppima;3,63;noobj;0;0;nosubj;0;6,07;0;0
1754;non-literal;5;'kui vaatama asi see kant pealt kuidas meedia see näiteks eesti üles kloppima siis olema tegemine pigem sündmus';üles;kloppima;2,88;part;no;2,13;nom;4,41;3,48;no;0
1755;non-literal;5;'kui ikka öösel üles peksma ja politsei ajama ja siis sina pidama seal veel sõitma see olema iga juht väga jõhker meetod';üles;peksma;3,03;noobj;0;0;nosubj;0;5,26;0;0
1756;non-literal;3,33;'ööklubi peksma isane üksteise nägu üles';üles;peksma;6,41;part;no;8,13;nom;8,1;8,23;yes;0
1757;non-literal;3,33;'suur laine peksma liiv üles';üles;peksma;6,21;part;no;8,55;nom;7,55;8,05;no;0
1758;non-literal;3,33;'mina võima kujutlema 2pac sõitma mersu või trell taga või raha tegema ja idarannik poppar üles peksma';üles;peksma;5,06;part;yes;5,55;nom;4,74;6,8;yes;0
1759;literal;2;'nägema kuidas mina king teekamar õrn tolmusäbru üles peksma';üles;peksma;3,85;part;no;0;nom;8,42;8,42;no;0
1760;non-literal;4;'mina olema nagu laevapõhi liimitud lestakala ja magama hooti üles ehmatama';üles;ehmatama;4,14;noobj;0;0;nom;1,91;7,8;yes;0
1761;non-literal;4;'kell 325 paiku kostma lasnamäe plahvatus meenutav pauk mis teiter sõna palju inimene üles ehmatama';üles;ehmatama;4,94;nom;yes;6,18;nom;1,14;6,18;yes;0
1762;non-literal;4;'issand jumal mis tema nüüd patrama ehmatama lily oma mõtisklus üles';üles;ehmatama;2,87;noobj;0;0;nom;7,37;3,02;yes;0
1763;non-literal;4,67;'oma hind saama üles lööma ainult nimekas arst';üles;lööma;4,07;gen;no;5,89;nom;7,58;6,73;yes;0
1764;non-literal;5;'väike kogus lööma turg üles';üles;lööma;5,23;nom;no;6,26;nosubj;0;5,16;0;0
1765;non-literal;5;'merit olema lahke ämm kes vahel tema raha andma et naine ise moodne üles lööma saama';üles;lööma;3,64;part;yes;1,58;nom;7,5;7,28;yes;0
1766;non-literal;4;'mõte töötama emotsioon võima pulss üles lööma';üles;lööma;3,94;gen;no;7,12;nom;1,32;3,24;no;0
1767;literal;0;'mõnikord lööma oma jalg kõrgele üles nii et pea painduma tagasi ja lõug sihtima taevas';üles;lööma;4,2;part;no;8,73;nom;3,27;6,55;yes;0
1769;non-literal;4,33;'kui lava tulev muusika või see kuulama inimene ei meeldima ei tasuma tema seepärast kohe nägu üles lööma';üles;lööma;3,73;part;no;8,13;nosubj;0;7,4;0;0
1770;literal;1,33;'paistetus lööma üles selgus et vesi olema põlv';üles;lööma;5,14;noobj;0;0;nom;6,89;7,95;no;0
1771;literal;1,33;'tema sõna puhkuma eile pärastlõuna edel ja lõunatuul kiirus 18 m/s mis lööma lahe põhjakallas üles ohtlik laine';üles;lööma;4,46;nom;no;6,71;nom;1,14;5,37;no;0
1772;non-literal;3,67;'tema tõusma püsti ja üritama ära jooksma kuid mõni samm pärast mõtlema ümber ja jooksma tagasi';ümber;mõtlema;2,99;noobj;0;0;nom;3,27;5,59;yes;0
1773;non-literal;3,67;'erki nool mõtlema minu teadma hiljuti ümber kuigi plaan algul tõkkesprint proovima';ümber;mõtlema;2,94;noobj;0;0;nom;7,06;6,07;yes;0
1774;non-literal;3,67;'ilmselt mõtlema ümber majanduslik kaalutlus';ümber;mõtlema;1,42;noobj;0;0;nosubj;0;1,6;0;0
1775;non-literal;3,67;'kui mina olema see oht kohta ettekanne kirjutama oleks pank võibolla ümber mõtlema';ümber;mõtlema;2,22;noobj;0;0;nom;6,52;3,86;yes;0
1776;non-literal;3,67;'küllap nüüd mõtlema ümber nii mõni klient kes ajakirjandus suur paisutama skandaal mõju oma tellimus tühistama';ümber;mõtlema;2,37;noobj;0;0;nom;6,67;4,02;yes;0
1777;non-literal;3,67;'teine õhtu mõtlema ümber';ümber;mõtlema;3,29;noobj;0;0;nom;1,91;5,01;yes;0
1778;non-literal;3,33;'vastik mälestus mõtlema ümber edgarpoelik morbiidne dekadentlik';ümber;mõtlema;1,78;noobj;0;0;nom;1,91;1,88;yes;0
1779;non-literal;3,67;'peaasi et keegi veel ümber ei mõtlema ja korter ise ei tahtma jätma';ümber;mõtlema;2,29;noobj;0;0;nom;5,03;4,79;yes;0
1780;non-literal;3,67;'see olema oluline nipp sest selline juht ei saama ostja enam järgmine hommik ümber mõtlema';ümber;mõtlema;2,34;noobj;0;0;nom;5,91;4,85;yes;0
1781;non-literal;4,33;'vaid aasta eest ennustama et ümber asuma plaanima neli protsent firma';ümber;asuma;2,95;noobj;0;0;nom;5,84;4,1;no;0
1785;non-literal;4,33;'erikokkulepe alus saama ümber asuma mõnikümmend eesti vangla kinniistuv sakslane kurjategija ja vaimuhaige';ümber;asuma;3,61;noobj;0;0;nom;5,47;4,33;yes;0
1788;literal;2;'keegi ei kastreerima aga rõhuasetus paigutama korraks ümber';ümber;paigutama;2,91;nom;no;1,55;nosubj;0;1,55;0;0
1789;literal;1,33;'miski mõistlik ei leidma ning hakkama tool laud taga ümber paigutama';ümber;paigutama;3,29;part;no;8,55;nom;1,91;8,8;yes;0
1790;literal;2;'ümberkorraldus läbi viima nimetama asutus ümber muutma tema struktuur koondama ja paigutama inimene ümber';ümber;paigutama;2,95;part;yes;5,59;nosubj;0;4,91;0;0
1791;literal;1,67;'kui arukas inimene võtma nõu mingi raskus kergitama näiteks tiibklaver ümber paigutama siis tõstma see ühekorraga kuhu vaja';ümber;paigutama;2,66;part;no;8,8;nosubj;0;4,94;0;0
1792;literal;2;'siiski tahtma mina praegu kinnitama et kava ja tutvustus ümber paigutama lähtuma mina just nimelt kava kasutaja';ümber;paigutama;1,93;part;no;3,61;nom;1,91;3,73;yes;0
1793;literal;2;'nüüd teadma et sakslane põhijõud olema ammu ümber paigutama ja võitlus ette kaotus määrama';ümber;paigutama;2,23;nom;no;2,72;nosubj;0;4,29;0;0
1794;literal;1,67;'tema paigutama asi ümber';ümber;paigutama;2,65;part;no;3,59;nom;3,27;3,59;yes;0
1795;literal;1,67;'uus vajadus tekkima saama sein kerge vaev ümber paigutama';ümber;paigutama;3,36;nom;no;8,56;nosubj;0;4,38;0;0
1796;non-literal;3,33;'mööbel kukkuma ümber';ümber;kukkuma;5,63;noobj;0;0;nom;8,09;8,09;no;0
1797;non-literal;3,33;'neljapäev kukkuma narva karjäär ümber elektripost mis otsa ronima elektrik hukkuma';ümber;kukkuma;4,69;noobj;0;0;nom;8,33;5,59;no;0
1798;non-literal;3,33;'lisaks võima pistorius tehisjalg ümber kukkuma ning kaasvõistleja vigastama';ümber;kukkuma;4,21;noobj;0;0;nom;7,19;5,16;yes;0
1799;non-literal;3,33;'mõnikord kukkuma see küll ümber kuid härra ruus ise tegema see väga harva';ümber;kukkuma;2,49;noobj;0;0;nom;2,13;5,97;no;0
1800;non-literal;3,33;'kõik see lugema praegu läbisegi ja jupikaupa tema olema mina öölauake korratu virn ja virn kukkuma kogu aeg ümber';ümber;kukkuma;3,13;noobj;0;0;nom;7,44;6,12;no;0
1801;non-literal;3,33;'linlane hinnang olema vaid aeg küsimus millal post koos laps ümber kukkuma';ümber;kukkuma;3,87;noobj;0;0;nom;7,82;4,75;no;0
